#"Progress (%)","Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
35.1%,1054000,1138592.5257777497,95125.88889760996,118.54192565104991,51.1
35.2%,1055000,1138961.7706446908,95695.68802094147,119.25198561576363,51.1
35.2%,1056000,1138447.2069233265,96180.92902140232,119.85667276524599,51.1
35.2%,1057000,1138741.4682483189,95955.43472186133,119.57567114937991,51.1
35.3%,1058000,1138438.1599947885,95550.3238391711,119.07083881937157,51.1
35.3%,1059000,1138143.4662324414,96168.7580121214,119.84150575977569,51.1
35.3%,1060000,1137725.1246872693,95794.67504775563,119.37533913086878,51.1
35.4%,1061000,1138350.4753399398,95384.89250449481,118.86468517179136,51.1
35.4%,1062000,1138022.030046381,95714.16201115862,119.27500713388218,51.1
35.4%,1063000,1138184.3435314335,95787.69646528013,119.36664271168628,51.1
35.5%,1064000,1138211.923100194,95494.76445433241,119.001603025172,51.1
35.5%,1065000,1138108.3402786888,95706.29969548211,119.26520944314656,51.1
35.5%,1066000,1138113.645611519,96098.85096903921,119.75439051071396,51.1
35.6%,1067000,1138463.1707606986,95741.32204496846,119.30885283819966,51.1
35.6%,1068000,1138165.0702186283,95778.98915787713,119.35579202741151,51.1
35.6%,1069000,1138292.3892651238,95905.59789427598,119.51356656797975,51.1
35.7%,1070000,1138111.063057799,96049.42142703469,119.69279347166213,51.1
35.7%,1071000,1138778.0559428204,95576.12603472653,119.10299244214043,51.1
35.7%,1072000,1138320.665124204,95130.6053914149,118.54780314943062,51.1
35.8%,1073000,1138356.5434975512,95677.16272724938,119.22890016538875,51.1
35.8%,1074000,1138611.766565185,95938.68435447331,119.55479753833094,51.1
35.8%,1075000,1139098.6598426104,95363.66456798484,118.83823180036272,51.1
35.9%,1076000,1138861.7993211225,96126.77148115271,119.7891838914587,51.1
35.9%,1077000,1139109.9576851614,96323.30590830685,120.03409691904318,51.1
35.9%,1078000,1139055.4479540996,95948.54671185219,119.56708759783734,51.1
36.0%,1079000,1138857.5636642985,95755.72797468952,119.32680490855316,51.1
36.0%,1080000,1138927.8614956588,95951.37615019875,119.57061352620445,51.1
36.0%,1081000,1138574.9191634934,96155.75758538774,119.82530516877829,51.1
36.1%,1082000,1139121.780507503,96122.41049116303,119.78374940714416,51.1
36.1%,1083000,1139528.3050910085,96795.76428762608,120.62285489779656,51.1
36.1%,1084000,1138818.4249534514,96709.35878933276,120.51517996016152,51.1
36.2%,1085000,1139292.934784431,95980.38689650333,119.60676551144606,51.1
36.2%,1086000,1139015.1042056847,96106.59108396052,119.76403591995181,51.1
36.2%,1087000,1138997.7144876346,96002.57011028638,119.63440930967434,51.1
36.3%,1088000,1138492.4448976088,96133.98141810216,119.79816861496265,51.1
36.3%,1089000,1138971.4678298011,96009.24131056105,119.64272268194478,51.1
36.3%,1090000,1139180.6030309908,96139.40891482227,119.80493213559957,51.1
36.4%,1091000,1139134.0524717197,96311.06355487731,120.01884100746268,51.1
36.4%,1092000,1138520.3059374504,96496.74767573932,120.25023283470223,51.1
36.4%,1093000,1138796.1360884756,95774.39358269892,119.35006521279338,51.1
36.5%,1094000,1138837.3656916153,95841.42667207506,119.43359906029876,51.1
36.5%,1095000,1138345.3100092616,96440.81476958634,120.18053157377872,51.1
36.5%,1096000,1138110.7338787373,95969.13674227496,119.59274603723605,51.1
36.6%,1097000,1137974.5624394324,95728.06936201119,119.29233789598987,51.1
36.6%,1098000,1139004.2292880528,95549.71993563129,119.07008625990173,51.1
36.6%,1099000,1138802.6263614632,96227.76996561344,119.91504400140941,51.1
36.7%,1100000,1138795.741674533,95613.40026971366,119.14944204322957,51.1
36.7%,1101000,1138318.7274904102,95821.29314479415,119.40850949612559,51.1
36.7%,1102000,1137991.4518021587,96058.43805438609,119.70402961758938,51.1
36.8%,1103000,1138764.5422760788,95380.9927164719,118.85982541818251,51.1
36.8%,1104000,1138265.011425145,95697.03561416606,119.25366493038227,51.1
36.8%,1105000,1138683.9848580677,95771.94810872103,119.34701776485016,51.1
36.9%,1106000,1138809.6917822324,95810.3732955576,119.39490163425621,51.1
36.9%,1107000,1138104.7337380722,96164.52615674344,119.83623219764245,51.1
36.9%,1108000,1138844.609118387,95997.848462318,119.62852538838955,51.1
37.0%,1109000,1138614.328072099,96303.55980501918,120.00949014653413,51.1
37.0%,1110000,1138447.8727601636,96026.80946013119,119.66461537913064,51.1
37.0%,1111000,1138788.8653106336,95943.51611873045,119.56081868195409,51.1
37.1%,1112000,1139039.0330074392,95907.15277226074,119.51550419224377,51.1
37.1%,1113000,1139077.7097918224,95701.07526645807,119.25869897702513,51.1
37.1%,1114000,1138408.236709861,96433.99746778648,120.17203613586518,51.1
37.2%,1115000,1138619.3290054146,95924.36958968668,119.53695907392641,51.1
37.2%,1116000,1138729.4350819085,96003.72852227416,119.63585287450532,51.1
37.2%,1117000,1138798.3809076305,96286.4481586148,119.98816632460361,51.1
37.3%,1118000,1138530.5043458063,96056.94161865045,119.7021648216251,51.1
37.3%,1119000,1138872.2111495342,95832.3339714556,119.4222681150294,51.1
37.3%,1120000,1139044.321071284,95987.21874931044,119.61527908221953,51.1
37.4%,1121000,1139248.049418917,96140.24050722865,119.80596843146341,51.1
37.4%,1122000,1139171.1565117333,96154.58530754165,119.82384432489148,51.1
37.4%,1123000,1138837.2446183506,96575.86333728473,120.34882348102822,51.1
37.5%,1124000,1139406.2265377827,95826.26245877912,119.41470204849772,51.1
37.5%,1125000,1139307.487564627,95844.81179195081,119.43781745587206,51.1
37.5%,1126000,1138789.8767944686,95816.47360523998,119.40250358641876,51.1
37.6%,1127000,1138530.7961809337,96260.5162464234,119.95585105435903,51.1
37.6%,1128000,1138414.0007126369,96559.82235797329,120.3288338798908,51.1
37.6%,1129000,1138668.7970908713,95876.07663060242,119.47677839722967,51.1
37.7%,1130000,1138252.7688520178,95816.25786211106,119.40223473630607,51.1
37.7%,1131000,1138473.1260587648,96015.15520415654,119.65009233013444,51.1
37.7%,1132000,1138428.6462863125,95639.41476569194,119.181860225954,51.1
37.8%,1133000,1137663.3234535623,96005.56151065431,119.63813706837512,51.1
37.8%,1134000,1138454.3684053738,95371.61417847377,118.84813827426224,51.1
37.8%,1135000,1138408.0593393855,95542.25887382387,119.06078859504622,51.1
37.9%,1136000,1138161.6432674062,95869.93845288028,119.46912925549125,51.1
37.9%,1137000,1137945.105120914,95430.12312360371,118.92104968779951,51.1
37.9%,1138000,1138858.25879707,95919.60022607932,119.53101569139722,51.1
38.0%,1139000,1138945.2311013471,96338.47312713004,120.05299767620727,51.1
38.0%,1140000,1138836.21243296,96280.24015575851,119.98043016968764,51.1
38.0%,1141000,1138838.4926839098,96285.56410349142,119.98706465188421,51.1
38.1%,1142000,1139057.680053303,96414.43077133139,120.14765293268783,51.1
38.1%,1143000,1138621.7591312882,96554.9353032868,120.32274383563457,51.1
38.1%,1144000,1138334.9901327528,96213.42010956815,119.8971618077381,51.1
38.2%,1145000,1138644.6565728895,96200.35889701544,119.8808854679816,51.1
38.2%,1146000,1138514.997293288,96016.87258697195,119.65223246115849,51.1
38.2%,1147000,1138232.2659641076,95430.17466886164,118.92111392135575,51.1
38.3%,1148000,1138474.523846347,95527.31138129755,119.042161651653,51.1
38.3%,1149000,1138149.7032377403,95604.83303650626,119.13876591359045,51.1
38.3%,1150000,1138171.4164180402,95550.76539135119,119.0713890633305,51.1
38.4%,1151000,1138488.5488605574,95654.21072703421,119.20029833748912,51.1
38.4%,1152000,1138185.4120657723,95878.33622498554,119.47959420975423,51.1
38.4%,1153000,1138076.7710797563,96032.4467270911,119.6716403067143,51.1
38.5%,1154000,1138727.1513406504,96310.68676729055,120.01837147044586,51.1
38.5%,1155000,1138303.2832759079,96333.8172575484,120.04719572521178,51.1
38.5%,1156000,1138614.1490813065,95695.74187592583,119.25205272760485,51.1
38.6%,1157000,1138202.4072095938,95653.33107559333,119.19920215245567,51.1
38.6%,1158000,1138210.5028114617,95613.83407032685,119.14998262750827,51.1
38.6%,1159000,1138665.5092301145,95861.45169811396,119.45855341473764,51.1
38.7%,1160000,1138333.8897653874,96285.52631288303,119.98701755880006,51.1
38.7%,1161000,1138399.4413122032,96163.74679387381,119.83526098805464,51.1
38.7%,1162000,1138560.7332025468,96501.91559336949,120.25667287867539,51.1
38.8%,1163000,1138252.7874330617,95934.81692491587,119.54997810849567,51.1
38.8%,1164000,1138527.95167223,96051.2726057311,119.69510033354736,51.1
38.8%,1165000,1138389.4799234513,95734.12602580062,119.29988545845622,51.1
38.9%,1166000,1137999.7798503023,95879.18009980908,119.48064581145539,51.1
38.9%,1167000,1138189.1909186486,96270.89438963521,119.96878386471452,51.1
38.9%,1168000,1138278.5692990925,96227.12164430978,119.91423609036998,51.1
39.0%,1169000,1138345.6592039037,95203.04736532932,118.63807732384618,51.1
39.0%,1170000,1138067.0264088847,94729.84187178669,118.04838832242642,51.1
39.0%,1171000,1138067.3855210524,95188.49747770964,118.61994585914786,51.1
39.1%,1172000,1138520.7643576078,95396.14126905057,118.87870291424916,51.1
39.1%,1173000,1138013.815471407,95693.53029624518,119.2492967490052,51.1
39.1%,1174000,1137935.2521933112,95658.58105909576,119.205744463505,51.1
39.2%,1175000,1138437.2027443405,95405.51504577522,118.89038412486848,51.1
39.2%,1176000,1138168.0910803378,96071.63526404959,119.72047543128807,51.1
39.2%,1177000,1138340.6547693703,95894.26286126694,119.4994413213641,51.1
39.3%,1178000,1138728.1153634042,95812.48646961211,119.39753498385811,51.1
39.3%,1179000,1138476.372935636,96312.18413255339,120.02023742474827,51.1
39.3%,1180000,1138594.3776761591,96285.6448674922,119.98716529662232,51.1
39.4%,1181000,1138979.7493471615,95610.77405336403,119.1461693616613,51.1
39.4%,1182000,1139196.8115453906,96493.95048956617,120.24674709765198,51.1
39.4%,1183000,1138885.7478086054,96301.6396284878,120.00709730241716,51.1
39.5%,1184000,1138609.7595471013,95885.65969126072,119.48872040878122,51.1
39.5%,1185000,1138530.5592927635,95707.81753830021,119.26710091572652,51.1
39.5%,1186000,1138974.5157368276,95817.2976578109,119.40353048645328,51.1
39.6%,1187000,1138517.9779339936,95664.13148506256,119.21266117345552,51.1
39.6%,1188000,1139051.9327552952,95768.47092746556,119.34268464621509,51.1
39.6%,1189000,1138830.7607458048,95944.53486348242,119.56208819928575,51.1
39.7%,1190000,1138497.9103925005,95851.86125526331,119.44660220380509,51.1
39.7%,1191000,1138393.8360951208,96185.48675200915,119.86235241953351,51.1
39.7%,1192000,1138287.5733454786,95828.69477117821,119.41773309502894,51.1
39.8%,1193000,1139282.8631742746,95850.111192876,119.44442134885796,51.1
39.8%,1194000,1138629.3703169841,96052.63601281136,119.6967993547351,51.1
39.8%,1195000,1138665.5199379902,96082.73756696044,119.73431065933656,51.1
39.9%,1196000,1138677.5953125786,95760.21140019601,119.33239196691561,51.1
39.9%,1197000,1138887.7389330938,95723.02365769737,119.28605014916766,51.1
39.9%,1198000,1138586.5616061054,96030.1721692006,119.6688058472893,51.1
40.0%,1199000,1138863.3632989358,95861.0072904932,119.45799961244734,51.1
40.0%,1200000,1138596.0036344044,96183.99292723575,119.86049087724176,51.1
40.0%,1201000,1138803.2690536305,95958.36950813227,119.57932835794809,51.1
40.1%,1202000,1138928.225237729,95597.3934638437,119.12949502761334,51.1
40.1%,1203000,1138945.1810648944,95843.77723360687,119.43652823229992,51.1
40.1%,1204000,1138887.1731900815,95646.61917550766,119.19083806177379,51.1
40.2%,1205000,1138967.201117903,95676.98357431864,119.22867691245897,51.1
40.2%,1206000,1139339.5376936924,95489.24464683162,118.99472447068015,51.1
40.2%,1207000,1139275.3839137107,95728.08955618883,119.29236306113401,51.1
40.3%,1208000,1138450.6989895105,95771.7523855615,119.34677386279056,51.1
40.3%,1209000,1138434.0647956338,96287.93527454179,119.99001950661005,51.1
40.3%,1210000,1138951.5078046434,96004.48141146252,119.63679109369279,51.1
40.4%,1211000,1138516.5786547847,95986.58024241419,119.61448340148634,51.1
40.4%,1212000,1138348.4839202184,95936.97965830176,119.55267321687472,51.1
40.4%,1213000,1138270.0534589011,96471.08223058966,120.21824962460045,51.1
40.5%,1214000,1138188.2620689701,96020.24408815514,119.65643388568363,51.1
40.5%,1215000,1138490.5348037183,96060.82658845045,119.70700610938098,51.1
40.5%,1216000,1138505.739570599,96052.89266766977,119.69711918734322,51.1
40.6%,1217000,1138494.549675852,95762.421434877,119.33514602020097,51.1
40.6%,1218000,1138232.221942382,95992.04426502319,119.62129243916658,51.1
40.6%,1219000,1138641.6385297347,95245.66945710014,118.69119120159641,51.1
40.7%,1220000,1138634.7665249314,95727.66976945123,119.2918399403641,51.1
40.7%,1221000,1138552.5251619034,96061.98303442664,119.7084472242501,51.1
40.7%,1222000,1138534.5699299984,96223.6819902468,119.9099497365611,51.1
40.8%,1223000,1138806.6391873173,95904.03649370308,119.5116208155377,51.1
40.8%,1224000,1138787.2234273758,95749.24173693986,119.3187220288872,51.1
40.8%,1225000,1138721.8212352544,96173.5183151478,119.84743785138576,51.1
40.9%,1226000,1138415.0388754383,96189.49552499401,119.86734798566835,51.1
40.9%,1227000,1138652.019214198,95973.86901216739,119.59864319512073,51.1
40.9%,1228000,1138237.8672418334,96258.21913624422,119.95298849121004,51.1
41.0%,1229000,1138716.539745601,95427.93288324887,118.91832030137999,51.1
41.0%,1230000,1138231.3830756005,95883.57131201049,119.48611795743301,51.1
41.0%,1231000,1138561.752964208,95622.66217647513,119.1609838461544,51.1
41.1%,1232000,1138583.513473507,95873.00522802073,119.47295094309808,51.1
41.1%,1233000,1138606.2116223425,95855.45567180982,119.45108141618304,51.1
41.1%,1234000,1138665.0866603833,96624.06862975584,120.40889491123845,51.1
41.2%,1235000,1138793.0457667056,96431.12402884456,120.16845537578648,51.1
41.2%,1236000,1138922.3808239829,96276.65163315549,119.97595830209687,51.1
41.2%,1237000,1139461.2422816493,95867.14434762351,119.46564735775084,51.1
41.3%,1238000,1139039.4494095054,96444.10098056,120.18462671319269,51.1
41.3%,1239000,1139089.2831392214,96296.64013701855,120.00086714411947,51.1
41.3%,1240000,1139596.3352933936,96316.14661059465,120.0251753000502,51.1
41.4%,1241000,1139588.6078923978,96060.11647579234,119.70612119652606,51.1
41.4%,1242000,1139568.5196740031,96235.42832584007,119.92458753134764,51.1
41.4%,1243000,1139372.3465584945,96265.29799553979,119.96180987119435,51.1
41.5%,1244000,1139238.7082901709,96106.77925635368,119.76427041256048,51.1
41.5%,1245000,1138576.8157168888,96687.1322166379,120.487482129861,51.1
41.5%,1246000,1139561.8508691303,95986.0537428589,119.61382729964213,51.1
41.6%,1247000,1139079.377241023,96322.15064643386,120.0326572797542,51.1
41.6%,1248000,1138578.2892777175,96365.75047897379,120.08698957737836,51.1
41.6%,1249000,1139092.6635773461,96180.95700682126,119.85670763951093,51.1
41.7%,1250000,1139052.5404806603,96362.54150024406,120.08299068157403,51.1
41.7%,1251000,1139272.541250676,95996.61154621848,119.62698399500017,51.1
41.7%,1252000,1139133.7580075022,95801.20932788856,119.38348187895427,51.1
41.8%,1253000,1138617.8030437995,96256.6568085497,119.9510415834276,51.1
41.8%,1254000,1139036.0743015632,95877.02605352824,119.47796152858528,51.1
41.8%,1255000,1138710.8560510073,96181.80217817191,119.85776085689025,51.1
41.9%,1256000,1138513.2663944568,96217.13241821236,119.90178793234409,51.1
41.9%,1257000,1138591.8628961965,96149.32403428773,119.81728794502345,51.1
41.9%,1258000,1138254.0636352245,95982.55032237392,119.60946148277073,51.1
42.0%,1259000,1138258.372720264,95890.15197155242,119.49431850160867,51.1
42.0%,1260000,1138607.6359440815,95726.79613689566,119.29075125581515,51.1
42.0%,1261000,1138999.6622801777,95986.88904127908,119.6148682137862,51.1
42.1%,1262000,1138637.971238438,95984.68970701238,119.61212749491202,51.1
42.1%,1263000,1138424.2751748953,95770.32344682945,119.34499317878436,51.1
42.1%,1264000,1138480.4952652752,95839.50355284978,119.43120254911908,51.1
42.2%,1265000,1138469.0360329319,95818.49804406526,119.40502635786922,51.1
42.2%,1266000,1138388.4866537973,95242.12329648455,118.68677212375219,51.1
42.2%,1267000,1138282.4889906961,95799.0653144987,119.38081009865553,51.1
42.3%,1268000,1138441.256024085,95456.04202887307,118.95334874935892,51.1
42.3%,1269000,1137924.2140292674,95710.56948860694,119.27053028172179,51.1
42.3%,1270000,1138045.8503605314,95632.26653476956,119.17295239793413,51.1
42.4%,1271000,1138516.918794658,95772.04225855568,119.34713509045763,51.1
42.4%,1272000,1138761.81289047,95353.17948390578,118.82516572474704,51.1
42.4%,1273000,1138348.4048307985,96259.88097254549,119.95505940247881,51.1
42.5%,1274000,1138677.512271218,96103.31542310477,119.75995392765591,51.1
42.5%,1275000,1138744.2981727012,96342.58690206136,120.05812409139986,51.1
42.5%,1276000,1138713.8291903343,96324.15705218114,120.03515757913303,51.1
42.6%,1277000,1139109.4178507216,95555.18283855551,119.07689390227739,51.1
42.6%,1278000,1138747.3123622835,95917.00267056601,119.52777872577093,51.1
42.6%,1279000,1139275.9638755135,96180.27757943158,119.85586096536105,51.1
42.7%,1280000,1138376.9202043004,96173.33706198263,119.8472119812312,51.1
42.7%,1281000,1138445.6473138276,95336.9945107915,118.80499668452242,51.1
42.7%,1282000,1138474.475745745,95607.88435180322,119.14256833578342,51.1
42.8%,1283000,1138737.7366661616,95622.61127579928,119.16092041584955,51.1
42.8%,1284000,1138773.5942885112,96392.85963918932,120.12077188513888,51.1
42.8%,1285000,1139358.6151492745,96117.13531256033,119.77717569900894,51.1
42.9%,1286000,1139409.1308880728,96500.40034979967,120.25478464517053,51.1
42.9%,1287000,1138972.8903777525,96357.8274766382,120.07711626145266,51.1
42.9%,1288000,1138718.2817350943,95829.72639830553,119.41901866584088,51.1
43.0%,1289000,1139058.5426538829,96165.63242965349,119.83761078892367,51.1
43.0%,1290000,1138972.212599596,95632.13044080848,119.17278280330113,51.1
43.0%,1291000,1138577.8671349175,95961.82721869685,119.58363721301815,51.1
43.1%,1292000,1138633.399711432,95768.92565938161,119.34325131421271,51.1
43.1%,1293000,1138177.119473353,95562.87309672628,119.0864771821067,51.1
43.1%,1294000,1138377.7429961953,95929.15860786376,119.54292694916278,51.1
43.2%,1295000,1138038.7533485815,95705.45807986383,119.26416065677299,51.1
43.2%,1296000,1138148.079659082,95786.26656279402,119.36486082668988,51.1
43.2%,1297000,1138083.01620958,95769.32447276064,119.3437482988556,51.1
43.3%,1298000,1139033.1997047588,95733.3842504311,119.29896108884745,51.1
43.3%,1299000,1138182.9271114804,95768.93037637939,119.34325719233911,51.1
43.3%,1300000,1137743.167215418,96360.12791127562,120.07998296740321,51.1
43.4%,1301000,1138144.2715151105,95962.58192806551,119.5845777004386,51.1
43.4%,1302000,1138190.4983118959,95395.99637562143,118.8785223540851,51.1
43.4%,1303000,1138462.087360477,95801.17900187938,119.38344408794315,51.1
43.5%,1304000,1138888.2647590842,95584.61905087193,119.11357608556419,51.1
43.5%,1305000,1138549.5873434152,95506.55519816594,119.01629615966023,51.1
43.5%,1306000,1138106.3497227263,96133.0514376818,119.79700971204856,51.1
43.6%,1307000,1138544.211831728,95727.57814442775,119.29172576107132,51.1
43.6%,1308000,1138552.253173884,96486.84401947606,120.2378913102441,51.1
43.6%,1309000,1138928.4372455608,96197.4098334382,119.87721046762825,51.1
43.7%,1310000,1138874.564684365,95713.29668761324,119.27392880367607,51.1
43.7%,1311000,1138190.0783022065,96112.7807069075,119.77174917058939,51.1
43.7%,1312000,1138445.243084088,96062.2756071868,119.70881181625325,51.1
43.8%,1313000,1138585.4823660403,95716.52254866077,119.27794873752256,51.1
43.8%,1314000,1138022.826696165,95912.14850964813,119.52172967236082,51.1
43.8%,1315000,1138379.1782826763,95610.19738061649,119.14545073607201,51.1
43.9%,1316000,1137886.2969068848,95856.63654859719,119.45255297571278,51.1
43.9%,1317000,1137975.3138376772,95764.49378173696,119.33772849265135,51.1
43.9%,1318000,1138007.937694706,95950.2237963168,119.56917751073296,51.1
44.0%,1319000,1138254.8460919969,95591.24416580124,119.12183202819433,51.1
44.0%,1320000,1137474.203010248,96371.35116586834,120.09396892040624,51.1
44.0%,1321000,1138115.039599521,95622.0155880401,119.16017809454375,51.1
44.1%,1322000,1138306.3311788198,95625.66829342843,119.16472994405169,51.1
44.1%,1323000,1138396.4920544084,95499.49703248494,119.00750056719758,51.1
44.1%,1324000,1138377.1847960837,95912.00923780535,119.52155611758384,51.1
44.2%,1325000,1138894.6536928173,95698.43594971072,119.2554099702862,51.1
44.2%,1326000,1138008.215700278,96613.5429207556,120.39577821053594,51.1
44.2%,1327000,1138547.633492494,96011.4597542673,119.6454872142076,51.1
44.3%,1328000,1138336.8491661772,95824.59384149677,119.41262268705239,51.1
44.3%,1329000,1138374.956568811,96009.32724166944,119.64282976571745,51.1
44.3%,1330000,1138203.4935501069,95559.1776311205,119.08187204659455,51.1
44.4%,1331000,1138292.303207757,95200.19969052987,118.63452866997008,51.1
44.4%,1332000,1138314.126859121,95826.9249121153,119.4155275702882,51.1
44.4%,1333000,1137924.1393227074,95958.04472638798,119.57892362844878,51.1
44.5%,1334000,1137883.6527862344,96015.0715446561,119.6499880771451,51.1
44.5%,1335000,1138543.888112545,96022.30144659037,119.65899768018261,51.1
44.5%,1336000,1138990.1060085688,96194.03990544235,119.87301100354371,51.1
44.6%,1337000,1138516.3430592455,95895.86458796953,119.50143732655145,51.1
44.6%,1338000,1138791.7355208881,95898.67805695278,119.50494335456233,51.1
44.6%,1339000,1138553.0085124187,95945.90679618207,119.56379784474574,51.1
44.7%,1340000,1138713.4898294695,96064.88796536272,119.71206722834192,51.1
44.7%,1341000,1138416.4390726667,96012.33384866253,119.64657647428194,51.1
44.7%,1342000,1138129.0861242693,96288.09421431497,119.99021757074374,51.1
44.8%,1343000,1138940.048336802,96558.97560635235,120.32777869324437,51.1
44.8%,1344000,1139424.2928012758,95905.51241821673,119.51346005127039,51.1
44.8%,1345000,1139036.0513351783,96336.19424562613,120.05015782887513,51.1
44.9%,1346000,1138332.2787172142,96451.73326477173,120.19413774828585,51.1
44.9%,1347000,1138679.6541398428,96176.84724833764,119.85158622944837,51.1
44.9%,1348000,1138584.599612167,96144.46392998782,119.8112314852179,51.1
45.0%,1349000,1138975.8981801867,96076.24990395908,119.72622600358122,51.1
45.0%,1350000,1138560.4180083033,96142.03909353996,119.8082097549061,51.1
45.0%,1351000,1138465.9137844313,95875.90434034629,119.4765636962795,51.1
45.1%,1352000,1138503.8871657103,95897.17288992714,119.50306767802765,51.1
45.1%,1353000,1138389.086259067,95858.60145764687,119.45500156363326,51.1
45.1%,1354000,1138925.9036350623,95943.06167590493,119.56025237420906,51.1
45.2%,1355000,1138598.9808014333,95783.77951688209,119.3617615735318,51.1
45.2%,1356000,1138477.1531286184,96005.45810111132,119.63800820370432,51.1
45.2%,1357000,1138468.4975297134,95512.25532463426,119.02339942014841,51.1
45.3%,1358000,1138334.63540948,95821.28450139242,119.40849872507792,51.1
45.3%,1359000,1138622.656217793,95732.47197052703,119.29782424358046,51.1
45.3%,1360000,1138818.3827570397,95904.24609528898,119.51188201231494,51.1
45.4%,1361000,1138852.1891376283,96076.67035008146,119.72674994604903,51.1
45.4%,1362000,1138473.642213568,96622.19356621438,120.40655828505288,51.1
45.4%,1363000,1138707.0105908308,95352.66091146201,118.82451950133944,51.1
45.5%,1364000,1138892.7607516795,95700.90097972697,119.2584817881509,51.1
45.5%,1365000,1138422.9158518668,96259.67440447897,119.95480198594723,51.1
45.5%,1366000,1138203.4001421575,96346.3044806099,120.06275678314142,51.1
45.6%,1367000,1138026.86854068,95934.36463468286,119.54941448322188,51.1
45.6%,1368000,1138278.397227522,95739.20638988812,119.3062163968466,51.1
45.6%,1369000,1138412.2858516034,95667.51399911387,119.21687632175879,51.1
45.7%,1370000,1138146.1370744389,96025.17494469813,119.66257851399132,51.1
45.7%,1371000,1138973.0503903292,96258.06213937466,119.95279284824203,51.1
45.7%,1372000,1138775.405751977,96286.20244659521,119.98786012850604,51.1
45.8%,1373000,1138782.9131214693,96146.52170673135,119.81379580099528,51.1
45.8%,1374000,1139198.5666884594,96102.2374209471,119.7586105662103,51.1
45.8%,1375000,1139075.503238583,95852.74603557885,119.44770478022879,51.1
45.9%,1376000,1138351.081879044,96686.13862293471,120.48624395472008,51.1
45.9%,1377000,1138744.732754277,96192.54460242264,119.87114761912291,51.1
45.9%,1378000,1138904.6010349207,95867.98071632451,119.46668960563434,51.1
46.0%,1379000,1138738.304578701,96232.3327832127,119.92072999489531,51.1
46.0%,1380000,1138642.7483464442,95944.33912012487,119.5618442720562,51.1
46.0%,1381000,1138556.6182166971,95929.39755135973,119.54322471060776,51.1
46.1%,1382000,1139037.952327177,95704.96769343043,119.26354955759902,51.1
46.1%,1383000,1138975.4224495906,95947.64841315962,119.56596817537454,51.1
46.1%,1384000,1138806.771667093,96099.07735243507,119.75467262028467,51.1
46.2%,1385000,1138908.1890102495,96371.05922544487,120.09360511639478,51.1
46.2%,1386000,1138937.6883599143,95860.99128357951,119.45797966529736,51.1
46.2%,1387000,1138762.0444102902,95667.1744247188,119.21645315827344,51.1
46.3%,1388000,1138584.374619985,95988.97688121036,119.61746999305757,51.1
46.3%,1389000,1138103.7167142853,95715.1839212183,119.27628059568863,51.1
46.3%,1390000,1138736.8102926556,96201.25876286754,119.88200684337343,51.1
46.4%,1391000,1138783.9455200136,96169.37655887697,119.84227656701188,51.1
46.4%,1392000,1138994.075760834,96159.1371981975,119.82951670167503,51.1
46.4%,1393000,1138815.4833766762,95336.43455290384,118.80429888829623,51.1
46.5%,1394000,1138198.1659294832,95954.18515913963,119.57411399629605,51.1
46.5%,1395000,1138734.2386675663,95702.47191068745,119.26043941696551,51.1
46.5%,1396000,1138769.1862566322,96325.2711445675,120.03654591472034,51.1
46.6%,1397000,1138680.8278083485,95987.16382560787,119.61521063858613,51.1
46.6%,1398000,1138522.0784947965,95931.13954019567,119.545395504631,51.1
46.6%,1399000,1138891.2381541058,95647.08934437644,119.19142396665974,51.1
46.7%,1400000,1138115.5483923517,95855.7240608882,119.45141587148794,51.1
46.7%,1401000,1138527.0139117446,95495.6692503505,119.0027305443316,51.1
46.7%,1402000,1139112.135209022,95453.67669316799,118.95040116639764,51.1
46.8%,1403000,1138597.1366168577,96112.61328475192,119.77154053606361,51.1
46.8%,1404000,1139094.8422608878,95528.9143434112,119.04415919635825,51.1
46.8%,1405000,1138241.992495304,95859.3591601038,119.4559457809158,51.1
46.9%,1406000,1138322.7190614194,96762.9873452019,120.5820096356188,51.1
46.9%,1407000,1138774.544610083,95918.18802923431,119.52925587043424,51.1
46.9%,1408000,1138602.393956447,95876.5079861128,119.47731593452299,51.1
47.0%,1409000,1138808.6643634755,96160.28648709624,119.83094889769195,51.1
47.0%,1410000,1139073.2531565074,95844.15298438561,119.43699647728971,51.1
47.0%,1411000,1139263.3831509687,95822.93491215724,119.41055539831845,51.1
47.1%,1412000,1138848.5423291884,96028.33304640523,119.66651400896644,51.1
47.1%,1413000,1138926.1651651654,96025.65109575071,119.66317187362588,51.1
47.1%,1414000,1138900.6341684442,96029.20875001178,119.66760527437297,51.1
47.2%,1415000,1139092.4100502282,96182.7055193591,119.85888656310009,51.1
47.2%,1416000,1139054.0048548914,95661.13827158176,119.2089311553289,51.1
47.2%,1417000,1138765.7063935846,95523.60280585589,119.03754017920875,51.1
47.3%,1418000,1138576.5170270223,96225.23098751654,119.91188003252272,51.1
47.3%,1419000,1139088.1080716904,95747.6963455762,119.31679622645576,51.1
47.3%,1420000,1138670.4379483424,95648.14686719337,119.19274180760286,51.1
47.4%,1421000,1138500.0983231626,95540.2913835863,119.05833679055678,51.1
47.4%,1422000,1138746.3198068496,95638.74011828496,119.18101950841972,51.1
