#"Progress (%)","Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
59.4%,1782000,725448.6023533884,96734.48247029375,120.54648804626795,14
59.4%,1783000,725602.6474929862,95930.35362665556,119.54441613187012,14
59.5%,1784000,725283.084928723,96111.0625715665,119.76960810179925,14
59.5%,1785000,725129.2170562074,96416.7541901787,120.15054828060465,14
59.5%,1786000,725818.2460963577,95813.66823443587,119.39900765002184,14
59.6%,1787000,725561.7977236975,95871.11859809975,119.47059990337151,14
59.6%,1788000,725510.7774341125,95767.79770132332,119.34184569980181,14
59.6%,1789000,725928.0179830063,96222.24400786079,119.90815778272956,14
59.7%,1790000,726046.8207442369,96147.22972441683,119.81467810318247,14
59.7%,1791000,726214.5894888863,96129.26336258647,119.79228917044296,14
59.7%,1792000,726069.8779143244,95892.89574254563,119.49773767488368,14
59.8%,1793000,725901.9566443097,95953.30616322056,119.57301862814663,14
59.8%,1794000,725682.4192634877,96212.32158110972,119.89579286727033,14
59.8%,1795000,725305.8892220426,96344.99473578,120.0611246336178,14
59.9%,1796000,725744.2038466949,95760.49486158704,119.33274520470954,14
59.9%,1797000,725834.4435700178,95944.4901217247,119.56203244396848,14.1
59.9%,1798000,725220.3806946985,95932.66587203037,119.5472975558703,14.1
60.0%,1799000,725263.6728645731,96291.56629977343,119.99454433920856,14.1
60.0%,1800000,725412.5829161666,96531.50734666604,120.29354889066137,14.1
60.0%,1801000,725475.7614897788,95851.43822124497,119.446075036409,14.1
60.1%,1802000,725510.8300429173,95773.277372579,119.34867423817461,14.1
60.1%,1803000,725801.4050459173,96081.72574242968,119.73304976569669,14.1
60.1%,1804000,725658.3538377006,96131.30386486254,119.79483195949759,14.1
60.2%,1805000,725743.2297898922,96423.5981152445,120.1590768953247,14.1
60.2%,1806000,726011.0403209925,95880.2259388094,119.48194909251227,14.1
60.2%,1807000,725385.9577185847,96407.61245839638,120.13915623473974,14.1
60.3%,1808000,725723.2486330569,96071.59570406817,119.72042613328486,14.1
60.3%,1809000,725746.4050630182,96212.48545269389,119.89599707722171,14.1
60.3%,1810000,725657.8848163821,96300.22351183028,120.00533259674687,14.1
60.4%,1811000,725669.6457344517,96221.63771667599,119.90740224787585,14.2
60.4%,1812000,725625.3218388595,96204.37629559916,119.88589178297893,14.2
60.4%,1813000,725024.5438941028,96477.77952362358,120.22659551258205,14.2
60.5%,1814000,725529.2183672301,96312.8533603836,120.02107138863141,14.2
60.5%,1815000,725553.8260879703,96325.07354946979,120.03629967992924,14.2
60.5%,1816000,725272.8061208557,96057.81964812108,119.70325898542669,14.2
60.6%,1817000,725581.5920915566,96559.35638271336,120.32825320090575,14.2
60.6%,1818000,726090.717446832,95793.27923653496,119.37359972898922,14.2
60.6%,1819000,725810.0603405721,95937.81224693648,119.55371075419689,14.2
60.7%,1820000,725524.6108228769,96203.84408760269,119.88522856751277,14.2
60.7%,1821000,725688.5957132038,96326.99873156134,120.03869876176707,14.2
60.7%,1822000,725619.729453532,96155.2719076406,119.82469993737328,14.2
60.8%,1823000,725625.4147526845,96302.11212063595,120.00768610247724,14.2
60.8%,1824000,726094.2883028742,95995.13022901429,119.62513803912087,14.2
60.8%,1825000,726179.6915177666,96169.76308848846,119.84275824413466,14.2
60.9%,1826000,725796.7371900268,96164.80834323925,119.836583846715,14.3
60.9%,1827000,725730.4105651733,96040.86103320305,119.68212586496858,14.3
60.9%,1828000,725719.6825894322,96099.42257511916,119.75510282243283,14.3
61.0%,1829000,726090.1747821216,96418.98389094314,120.15332684094511,14.3
61.0%,1830000,725858.1449166108,96483.03277823712,120.23314189995399,14.3
61.0%,1831000,725103.5614130516,96457.21818615268,120.20097282914637,14.3
61.1%,1832000,725476.9151392356,96450.32509600004,120.19238294694027,14.3
61.1%,1833000,725596.8266240824,96076.50921211333,119.72654914261624,14.3
61.1%,1834000,725276.5134745743,96320.80919846019,120.03098562309162,14.3
61.2%,1835000,725337.0026195403,96111.86607461087,119.77060939386863,14.3
61.2%,1836000,725040.0112564545,96225.4698236406,119.9121776601653,14.3
61.2%,1837000,725121.4082528595,95885.11203804828,119.48803794612941,14.3
61.3%,1838000,725402.004884012,96104.11308477847,119.76094794045216,14.3
61.3%,1839000,725333.7805271726,96176.3176917993,119.85092631811904,14.3
61.3%,1840000,725402.5045273472,95772.36223130542,119.34753382718796,14.3
61.4%,1841000,726260.3107825071,95899.9948108835,119.50658423853581,14.4
61.4%,1842000,726338.4038510304,96157.16948180026,119.82706461535481,14.4
61.4%,1843000,725995.0561889149,96803.34561636997,120.63230243430539,14.4
61.5%,1844000,725894.9735264257,96066.2127463791,119.71371811533564,14.4
61.5%,1845000,725705.1892444827,96479.16053257693,120.22831646849183,14.4
61.5%,1846000,726297.2766241841,95134.0059482326,118.55204078187883,14.4
61.6%,1847000,725554.489391759,96159.57843562352,119.83006655340053,14.4
61.6%,1848000,725715.3599477354,95784.0346226629,119.36207947574383,14.4
61.6%,1849000,725385.9674069379,96217.1452326267,119.90180390113419,14.4
61.7%,1850000,725208.2907939311,96187.37382945215,119.8647040169434,14.4
61.7%,1851000,725183.8840503711,96357.47279871529,120.0766742765792,14.4
61.7%,1852000,725358.0679362789,96407.28889603096,120.13875302477966,14.4
61.8%,1853000,725688.3325912617,96027.37119493764,119.66531538967912,14.4
61.8%,1854000,725777.6430636663,95881.94175606554,119.48408727260147,14.4
61.8%,1855000,725471.7505722567,96423.43299357468,120.15887112756859,14.4
61.9%,1856000,725900.8977808524,96230.10680689101,119.91795607580048,14.5
61.9%,1857000,726005.3626911491,96481.5130649572,120.23124809648232,14.5
61.9%,1858000,725299.7592283767,96125.70465630776,119.78785445871523,14.5
62.0%,1859000,725454.7144647874,95936.29375958396,119.55181847842496,14.5
62.0%,1860000,725426.0141539797,96433.50798230845,120.17142615942431,14.5
62.0%,1861000,725518.0345289186,96138.54377984213,119.80385404037565,14.5
62.1%,1862000,725299.8482126445,96273.80169520824,119.97240682798011,14.5
62.1%,1863000,725747.8250410445,96074.21248511944,119.72368705697681,14.5
62.1%,1864000,725687.3158806115,96076.70503529915,119.72679316932445,14.5
62.2%,1865000,725160.872714404,96482.18520399093,120.2320856881862,14.5
62.2%,1866000,725727.7809322271,95637.3401957104,119.17927498314198,14.5
62.2%,1867000,725468.9163906481,96432.55719037628,120.17024132206996,14.5
62.3%,1868000,724960.1451703645,96776.35034301612,120.59866204761438,14.5
62.3%,1869000,725688.51370975,96375.36695692221,120.09897323216674,14.5
62.3%,1870000,726132.4856829271,95993.77767155218,119.62345253827593,14.5
62.4%,1871000,725619.4678821042,96331.28949360363,120.04404573093495,14.6
62.4%,1872000,725328.4190754239,96074.92491500039,119.72457485745845,14.6
62.4%,1873000,725549.1248634551,96379.04012391382,120.10355058007347,14.6
62.5%,1874000,725603.8476615604,96246.89560094732,119.93887757256499,14.6
62.5%,1875000,725402.6323628761,96266.36405634005,119.96313835181711,14.6
62.5%,1876000,725666.2630882096,96262.69673294867,119.95856828596186,14.6
62.6%,1877000,725454.0963839311,96429.28108956394,120.16615878151846,14.6
62.6%,1878000,725663.4021738023,96147.51240482935,119.81503036775347,14.6
62.6%,1879000,725336.9218207095,96070.45864800597,119.71900918131996,14.6
62.7%,1880000,725258.6438280493,96118.44700226714,119.77881027215726,14.6
62.7%,1881000,725131.5656321812,95980.59102511613,119.60701988803187,14.6
62.7%,1882000,724769.132226415,96372.13777314336,120.0949491576707,14.6
62.8%,1883000,725325.021942677,95798.61562432989,119.38024971347359,14.6
62.8%,1884000,725492.8857593779,95939.11123383555,119.55532949763462,14.6
62.8%,1885000,725176.1240717229,96178.73730976805,119.85394154537924,14.6
62.9%,1886000,725574.9676082823,96243.5012680387,119.93464769609338,14.7
62.9%,1887000,725631.2650670856,96813.5942701778,120.6450738803522,14.7
62.9%,1888000,726236.9490047004,96086.94877199552,119.73955848787152,14.7
63.0%,1889000,725494.3239851184,96776.67970539044,120.59907248530429,14.7
63.0%,1890000,725627.5436070114,96921.39587148139,120.77941175151312,14.7
63.0%,1891000,725229.0981126744,96953.99353314769,120.82003360146821,14.7
63.1%,1892000,725181.8017417211,97252.31652421174,121.19179130314686,14.7
63.1%,1893000,725470.9293843787,96454.04238934073,120.19701528326766,14.7
63.1%,1894000,725559.795278199,95958.04377542899,119.57892244340326,14.7
63.2%,1895000,725624.5166779943,96491.76713776085,120.24402629545632,14.7
63.2%,1896000,725291.0191332176,96238.93764997918,119.92896070510723,14.7
63.2%,1897000,725846.4144040551,96354.61976996972,120.07311895083815,14.7
63.3%,1898000,725276.6139264461,96487.48656505483,120.23869202381543,14.7
63.3%,1899000,725764.3384454809,96299.83370435642,120.00484683488835,14.7
63.3%,1900000,725054.5060614496,95889.30919674145,119.4932682706974,14.7
63.4%,1901000,725379.9378426429,96064.26330701253,119.71128880509076,14.7
63.4%,1902000,725534.1319395546,96465.62136555195,120.21144452175419,14.8
63.4%,1903000,725814.4545053411,95861.17673458981,119.45821076663192,14.8
63.5%,1904000,725288.6351223569,96398.29382941977,120.12754374694997,14.8
63.5%,1905000,725253.4558035396,96278.87034006101,119.97872316234768,14.8
63.5%,1906000,725223.131227361,95980.88817841427,119.6073901881109,14.8
63.6%,1907000,724873.8511075862,96218.87123890712,119.90395477836158,14.8
63.6%,1908000,725338.8745580539,95679.91285107686,119.23232725530157,14.8
63.6%,1909000,725157.8596938029,96068.29412507627,119.71631184288584,14.8
63.7%,1910000,725032.2778103612,96073.72070085391,119.7230742158826,14.8
63.7%,1911000,725564.0168590434,95956.16739690595,119.57658417854235,14.8
63.7%,1912000,725780.9236761145,95908.78382594477,119.51753674349546,14.8
63.8%,1913000,725676.7447765935,95748.00554324311,119.3171815357261,14.8
63.8%,1914000,725559.9600504655,95904.65627338449,119.51239315919476,14.8
63.8%,1915000,725461.6749677025,96071.45530755301,119.72025117698796,14.8
63.9%,1916000,725666.0531273503,95984.47620305818,119.61186143516572,14.8
63.9%,1917000,725041.6301821005,96343.83452768179,120.0596788305487,14.9
63.9%,1918000,725247.3818317708,96009.98893240301,119.64365433718429,14.9
64.0%,1919000,725357.16599291,95781.51249718407,119.3589365078887,14.9
64.0%,1920000,725285.0628902,95879.61872172928,119.48119240384634,14.9
64.0%,1921000,725317.0023816153,95786.27646843476,119.36487317068732,14.9
64.1%,1922000,725743.2136934977,95752.66577218678,119.32298891917722,14.9
64.1%,1923000,724881.1366885602,96725.17003110559,120.53488327193507,14.9
64.1%,1924000,725228.3269642144,96567.32571536266,120.33818425174111,14.9
64.2%,1925000,725744.0171862971,96023.84699612962,119.6609236797259,14.9
64.2%,1926000,725137.5531906355,96525.56369138088,120.28614215469207,14.9
64.2%,1927000,725537.1498352606,95840.67689940482,119.43266472478653,14.9
64.3%,1928000,725382.3476055712,96773.4892233714,120.59509663933137,14.9
64.3%,1929000,725472.1673774831,96534.15935975459,120.29685371905258,14.9
64.3%,1930000,725785.46801956,96338.46706144266,120.05299011739997,14.9
64.4%,1931000,725646.2016219571,95789.31305982855,119.36865724456464,14.9
64.4%,1932000,726075.3220359087,96188.87608894709,119.86657607023427,15
64.4%,1933000,725744.7119297944,96142.10819959594,119.80829587199835,15
64.5%,1934000,725562.1147788484,95980.35904968415,119.60673080989837,15
64.5%,1935000,725351.9183514249,96654.32143880866,120.44659470340896,15
64.5%,1936000,725528.7234480884,96784.17386213949,120.60841139169935,15
64.6%,1937000,725485.7819035202,96394.71453965091,120.12308338493307,15
64.6%,1938000,725756.5007477328,95617.60504721224,119.15468186203591,15
64.6%,1939000,725517.2883451432,95909.45536987588,119.5183735936072,15
64.7%,1940000,725263.9916369356,95803.98258845333,119.38693780090665,15
64.7%,1941000,725981.0742540527,95483.16842315615,118.98715253349751,15
64.7%,1942000,725266.212018704,95943.57214598362,119.56088850078635,15
64.8%,1943000,725458.907065548,95755.4451643152,119.32645248202915,15
64.8%,1944000,725413.897250507,95974.45239321934,119.59937018031991,15
64.8%,1945000,725354.620621495,95759.2652259015,119.33121288386921,15
64.9%,1946000,725220.260752067,96323.1905358526,120.03395314669001,15
64.9%,1947000,725256.1170974225,95917.48044863729,119.5283741129285,15
64.9%,1948000,725211.4136098921,95369.64720508103,118.84568711384331,15.1
65.0%,1949000,725266.6180441678,95874.78164473499,119.47516463971114,15.1
65.0%,1950000,725481.7950505111,96407.72523471655,120.13929677189861,15.1
65.0%,1951000,725268.8975601792,96449.94789042964,120.19191288904962,15.1
65.1%,1952000,725690.7327366378,95626.1431493875,119.16532168979457,15.1
65.1%,1953000,725301.8005517628,96019.5305512926,119.65554470572758,15.1
65.1%,1954000,725322.2937368564,95715.16941208563,119.27626251501106,15.1
65.2%,1955000,725179.9480751324,96397.63092943937,120.12671766857002,15.1
65.2%,1956000,725439.5617149156,95739.62408805011,119.30673691492045,15.1
65.2%,1957000,725671.995588094,95695.13721302677,119.25129922185312,15.1
65.3%,1958000,725740.1836004369,95578.94239639577,119.10650207489623,15.1
65.3%,1959000,725060.5357596893,95965.2949333507,119.58795853476809,15.1
65.3%,1960000,725420.1237745043,95674.02326373248,119.22498789655093,15.1
65.4%,1961000,725155.4401082844,96192.62633188414,119.871249466978,15.1
65.4%,1962000,725675.2791179325,95849.37357176328,119.44350215611121,15.1
65.4%,1963000,725288.3158383984,95804.09526457204,119.38707821319862,15.2
65.5%,1964000,725126.204517303,96577.67559962318,120.35108184696703,15.2
65.5%,1965000,725650.3176422939,96122.3382613267,119.78365939732679,15.2
65.5%,1966000,725318.3773651328,95917.480876019,119.52837464551384,15.2
65.6%,1967000,725288.7806756906,96534.75746538021,120.29759905340293,15.2
65.6%,1968000,725405.8418615628,96201.79358101467,119.88267331150077,15.2
65.6%,1969000,725638.5138086863,96487.60373070397,120.23883803077346,15.2
65.7%,1970000,725761.4759023134,95907.49010407002,119.515924561112,15.2
65.7%,1971000,725616.046408372,95810.70959147155,119.39532071223478,15.2
65.7%,1972000,725702.8577495087,96025.4520199626,119.66292379365998,15.2
65.8%,1973000,726096.2644157577,96125.9809550854,119.78819877075831,15.2
65.8%,1974000,725772.2094068471,96288.61297549601,119.99086402934788,15.2
65.8%,1975000,725987.8318299893,95821.50679667937,119.40877574021737,15.2
65.9%,1976000,725890.8805381954,96073.01516766919,119.72219500977691,15.2
65.9%,1977000,725493.2025328875,96168.9744879671,119.84177552296954,15.2
65.9%,1978000,725405.5108525567,96364.47245994599,120.08539696322956,15.2
66.0%,1979000,725533.6949646939,95728.6003907352,119.29299964189576,15.3
66.0%,1980000,725220.3526885714,95898.69144933471,119.5049600435916,15.3
66.0%,1981000,725503.735229915,95769.13873811056,119.34351684406097,15.3
66.1%,1982000,725325.2037338801,95749.72533775418,119.31932467210494,15.3
66.1%,1983000,725295.7288374845,96107.56280200256,119.7652468345538,15.3
66.1%,1984000,724870.0053354092,96070.6153406493,119.71920444517389,15.3
66.2%,1985000,725200.8784529325,96006.5775094904,119.63940316386062,15.3
66.2%,1986000,725221.4294808973,96163.20777078196,119.83458927990013,15.3
66.2%,1987000,725178.7351007741,96221.03813650104,119.90665507600347,15.3
66.3%,1988000,725703.9818247128,96135.62174626312,119.80021272368165,15.3
66.3%,1989000,725311.90632868,96381.49037518408,120.10660398127973,15.3
66.3%,1990000,725378.2060230747,96675.11642588863,120.47250855126798,15.3
66.4%,1991000,725656.8817470297,96150.131240876,119.81829385229518,15.3
66.4%,1992000,725580.6969730314,96306.72042552575,120.01342878033239,15.3
66.4%,1993000,725703.5258393697,96198.24213155542,119.87824764291958,15.3
66.5%,1994000,725771.9214569256,95453.67229882165,118.95039569034603,15.3
66.5%,1995000,725863.9579883367,96124.00295111033,119.78573386448657,15.4
66.5%,1996000,725374.5994986761,96266.20046746956,119.96293449417175,15.4
66.6%,1997000,725488.0294562858,96405.83346336907,120.1369393251402,15.4
66.6%,1998000,725494.2033679076,96400.55976350585,120.1303674597486,15.4
66.6%,1999000,725508.3206420057,97021.31524015465,120.90392711225907,15.4
66.7%,2000000,725955.2530363239,96432.6724174078,120.17038491320336,15.4
66.7%,2001000,725911.9289695024,96555.20756222404,120.3230831133966,15.4
66.7%,2002000,726210.1004819945,96535.06973102313,120.29798818585736,15.4
66.8%,2003000,725792.5253584087,95954.13728221045,119.57405433405852,15.4
66.8%,2004000,725461.067416478,96623.59833754349,120.40830885264685,15.4
66.8%,2005000,725659.9483007621,96288.42453253592,119.99062919956995,15.4
66.9%,2006000,725579.789238397,96513.02627187115,120.27051854403673,15.4
66.9%,2007000,725840.3327365667,96667.2410562918,120.46269459327988,15.4
66.9%,2008000,725767.78885708,96072.77272681484,119.7218928900694,15.4
67.0%,2009000,725399.2211319599,95722.83133798564,119.28581048834312,15.4
67.0%,2010000,725654.2450949717,95890.63582560023,119.49492146039545,15.4
67.0%,2011000,725287.4728556052,96097.83047816032,119.75311881743156,15.5
67.1%,2012000,725602.9836128354,95816.76268423669,119.40286382463918,15.5
67.1%,2013000,725394.4510243293,96037.3470008377,119.67774682401333,15.5
67.1%,2014000,725240.6751640849,96029.19786262212,119.66759170696089,15.5
67.2%,2015000,725595.2134007048,96088.36199289441,119.74131958496785,15.5
67.2%,2016000,725835.4594971705,95957.67526180358,119.57846321705289,15.5
67.2%,2017000,725612.9035297036,96369.30368748635,120.0914174380186,15.5
67.3%,2018000,725784.6755351592,95670.25272759981,119.22028921127101,15.5
67.3%,2019000,725485.6846930142,95931.96993790119,119.54643031170833,15.5
67.3%,2020000,725010.4970807862,96096.7360497207,119.75175498623668,15.5
67.4%,2021000,725304.7789891511,96112.46307805579,119.77135335472727,15.5
67.4%,2022000,725426.7918259017,95898.21885005425,119.5043711100277,15.5
67.4%,2023000,725820.9358202927,96180.60983831013,119.85627501255404,15.5
67.5%,2024000,726339.039787475,95852.52852628578,119.44743372919582,15.5
67.5%,2025000,725554.5559289493,96143.20607652646,119.80966400055917,15.5
67.5%,2026000,725741.5677812584,96262.33905819521,119.95812256656284,15.5
67.6%,2027000,725817.0707291234,96462.80436880229,120.20793409758755,15.6
67.6%,2028000,725467.2768974863,96419.63076889038,120.15413295333381,15.6
67.6%,2029000,725324.6403235141,96374.58899229797,120.09800376501416,15.6
67.7%,2030000,725442.4868267998,96045.2426800938,119.68758609105396,15.6
67.7%,2031000,725347.6993030645,96277.9250485941,119.97754517944429,15.6
67.7%,2032000,725218.0662108827,96023.68117096735,119.66071703530675,15.6
67.8%,2033000,725228.6746663414,96930.31500015088,120.79052639863876,15.6
67.8%,2034000,725329.7829336561,96054.2576237398,119.69882013881758,15.6
67.8%,2035000,725163.8351183832,96175.38941888892,119.84976954303288,15.6
67.9%,2036000,725309.4309814963,96147.87733628566,119.81548513015373,15.6
67.9%,2037000,725063.9805862661,96491.3379790473,120.24349149571985,15.6
67.9%,2038000,725344.80837298,95718.15815482264,119.27998696188274,15.6
68.0%,2039000,725557.736271156,95815.43516013451,119.40120951932606,15.6
68.0%,2040000,725461.3008532152,95448.5664607049,118.94403300728007,15.6
68.0%,2041000,725443.4748141933,95823.48287696231,119.41123824926402,15.6
68.1%,2042000,725628.2764438447,96474.78491132584,120.22286375130795,15.6
68.1%,2043000,725120.0559456013,96550.30525763772,120.3169740653496,15.7
68.1%,2044000,725252.6063131597,96194.56632775879,119.87366700913608,15.7
68.2%,2045000,725394.3478497155,96091.547801787,119.74528960748496,15.7
68.2%,2046000,725788.2482975349,95804.72460938903,119.38786247652976,15.7
68.2%,2047000,725144.0489809029,95977.67389004791,119.60338467565828,15.7
68.3%,2048000,725251.5329560265,95940.4116686667,119.55695004542507,15.7
68.3%,2049000,725319.8469739724,95555.62774987717,119.07744833225881,15.7
68.3%,2050000,725247.2007281687,95734.11621129679,119.29987322802981,15.7
68.4%,2051000,725701.8074686211,95321.96300201488,118.78626504357304,15.7
68.4%,2052000,725162.6894257162,95605.24945430853,119.1392848361333,15.7
68.4%,2053000,725651.6647777054,95878.08509796082,119.47928126570253,15.7
68.5%,2054000,725466.7933699116,96263.23281225073,119.95923632568801,15.7
68.5%,2055000,725729.7111913841,96256.49759446997,119.9508431774645,15.7
68.5%,2056000,725259.21173984,96224.27224321522,119.91068528525672,15.7
68.6%,2057000,725734.5808240678,96365.27958431511,120.08640276804321,15.7
68.6%,2058000,725330.1667085662,96065.78487475627,119.71318491951808,15.7
68.6%,2059000,725395.0976650678,96138.05713976035,119.8032476097492,15.8
68.7%,2060000,725644.788484741,95929.27904515008,119.54307703309897,15.8
68.7%,2061000,725158.4434586857,95989.46364020224,119.61807657186482,15.8
68.7%,2062000,725017.3967319839,95864.34561191025,119.46215968972814,15.8
68.8%,2063000,725188.742017217,96515.86971995613,120.2740619307571,15.8
68.8%,2064000,725711.3192050382,96244.37585688406,119.9357375723309,15.8
68.8%,2065000,724912.4374661408,96416.22307561427,120.14988642772802,15.8
68.9%,2066000,725041.9055967163,96573.02399645647,120.34528521260033,15.8
68.9%,2067000,725331.6724144332,96020.87538417063,119.65722058051718,15.8
68.9%,2068000,725402.919606166,95844.35746307863,119.43725129013094,15.8
69.0%,2069000,725609.1195753217,95987.49433763968,119.61562250893137,15.8
69.0%,2070000,725294.1794375572,96425.70649891769,120.16170427535266,15.8
69.0%,2071000,725946.4638866801,96100.734902092,119.75673818971556,15.8
69.1%,2072000,725379.1533921026,96113.3965184371,119.77251656930075,15.8
69.1%,2073000,724972.1242654286,96055.89255764359,119.70085752543768,15.8
69.1%,2074000,725569.6748993266,95772.32268721561,119.3474845489882,15.8
69.2%,2075000,724945.8162837289,96354.9202467949,120.07349339255832,15.9
69.2%,2076000,725612.7518834062,95679.71690060015,119.23208306996872,15.9
69.2%,2077000,725547.8933663443,95641.89272240752,119.18494815253369,15.9
69.3%,2078000,725765.827621188,95713.40081581016,119.27405856390351,15.9
69.3%,2079000,725502.2337540518,95971.45309596715,119.59563258085046,15.9
69.3%,2080000,725659.3351769503,96166.52274858378,119.83872026733869,15.9
69.4%,2081000,725691.520154411,95826.02966494186,119.41441195050159,15.9
69.4%,2082000,725701.3727234248,96187.15565757558,119.86443214022646,15.9
69.4%,2083000,725794.1549768988,95872.31492632104,119.47209071783543,15.9
69.5%,2084000,725685.6970717404,96263.26083394463,119.9592712451573,15.9
69.5%,2085000,725966.458720956,96419.19262674406,120.15358695881712,15.9
69.5%,2086000,725892.9018996432,96142.71850425916,119.80905640828192,15.9
69.6%,2087000,725766.3457260039,96682.42734297932,120.48161911202332,15.9
69.6%,2088000,725665.5488530211,96146.90720953286,119.8142761985502,15.9
69.6%,2089000,725566.3196311053,96192.94378689476,119.87164506620658,15.9
69.7%,2090000,725106.2590363659,95996.16161709446,119.62642331204219,15.9
69.7%,2091000,725059.9616019875,95303.78862149586,118.76361688659698,16
69.7%,2092000,725277.1490223818,95415.86071897837,118.90327647244987,16
69.8%,2093000,725173.2595984396,95210.46918602668,118.64732608806271,16
69.8%,2094000,724656.9407946579,95798.73370684792,119.38039686299552,16
69.8%,2095000,725254.7201606184,95823.23181416755,119.41092538525301,16
69.9%,2096000,724892.0698305648,96805.20094784346,120.63461447120866,16
69.9%,2097000,725025.0923888106,96399.72642628262,120.12932898956659,16
69.9%,2098000,725303.7003877591,95860.69703523483,119.45761298525049,16
70.0%,2099000,724871.4322429895,95928.76123999397,119.54243176585334,16
70.0%,2100000,725405.0059373416,95601.15408983831,119.13418136329148,16
70.0%,2101000,725173.0213736668,96257.43138692691,119.95200683078,16
70.1%,2102000,725237.2082468625,95958.65932711544,119.5796895183089,16
70.1%,2103000,725111.6635308955,96181.29536532909,119.85712928780818,16
70.1%,2104000,724969.3574851211,96203.66974952746,119.88501131465561,16
70.2%,2105000,724898.9253864549,96098.1598599684,119.75352927933899,16
70.2%,2106000,724969.1520252042,95781.93549757468,119.3594636333793,16
70.2%,2107000,725325.7848871686,96096.8479384878,119.75189441736383,16
70.3%,2108000,725304.5088715237,96405.03612512568,120.13594571538937,16.1
70.3%,2109000,725168.5289940741,96809.74000693618,120.64027085783201,16.1
70.3%,2110000,725386.8258218057,96509.8700092329,120.26658534083269,16.1
70.4%,2111000,725518.9565028641,95886.58190843932,119.48986963746634,16.1
70.4%,2112000,725480.2978101987,96215.14083594477,119.89930610536902,16.1
70.4%,2113000,725713.5959111992,96151.23371292214,119.81966770709792,16.1
70.5%,2114000,725621.8480658885,95998.47727896966,119.62930899354303,16.1
70.5%,2115000,725344.445290491,96213.46437824433,119.89721697352084,16.1
70.5%,2116000,725645.9727413803,96196.21880146874,119.87572625313302,16.1
70.6%,2117000,725327.3481626101,96350.30359276694,120.0677403103545,16.1
70.6%,2118000,725083.2162461784,96026.90379577212,119.66473293628214,16.1
70.6%,2119000,725289.9836575799,95887.98848273972,119.49162245184814,16.1
70.7%,2120000,724878.4743476398,96431.98315793494,120.16952598672044,16.1
70.7%,2121000,725513.4695418961,95797.17171260808,119.37845037075041,16.1
70.7%,2122000,725287.0956746973,96462.94102751737,120.2081043959935,16.1
70.8%,2123000,725698.5200147927,95920.97961750688,119.53273463161365,16.1
70.8%,2124000,725427.9094306622,95393.02782573583,118.87482307070486,16.2
70.8%,2125000,725198.8551281821,95839.04971348809,119.43063699338556,16.2
70.9%,2126000,725392.898555534,96327.35185693292,120.03913881191563,16.2
70.9%,2127000,725407.5927007403,96289.48141280017,119.99194623979064,16.2
70.9%,2128000,725349.7082578465,96128.46194820231,119.79129048117505,16.2
71.0%,2129000,725022.3597462699,95891.31170058694,119.49576370768851,16.2
71.0%,2130000,724987.584747754,96182.31086587335,119.85839476234314,16.2
71.0%,2131000,725435.2104156874,95628.18789525841,119.16786976704057,16.2
71.1%,2132000,725260.2516594343,96142.19751252772,119.80840717005867,16.2
71.1%,2133000,725658.9203520454,96328.59463958564,120.04068751595959,16.2
71.1%,2134000,725966.8765085693,95873.00346585427,119.47294874715955,16.2
71.2%,2135000,725534.1831670031,96050.26575910876,119.69384564316991,16.2
71.2%,2136000,725554.170172913,96364.94624150186,120.0859873700959,16.2
71.2%,2137000,725448.9234304335,96246.70249405515,119.93863693078892,16.2
71.3%,2138000,725159.3788449205,96405.89976280702,120.13702194474182,16.2
71.3%,2139000,725542.8951091226,96720.64062621165,120.52923891597263,16.2
71.3%,2140000,725910.9343714193,96400.939061073,120.13084012459858,16.2
71.4%,2141000,725329.0945110265,96462.41809545128,120.20745273980592,16.3
71.4%,2142000,725577.6707709283,96561.03069958411,120.33033966494101,16.3
71.4%,2143000,725444.869659733,96357.02554445728,120.07611692692798,16.3
71.5%,2144000,725693.5358369835,95672.97935829501,119.22368702501963,16.3
71.5%,2145000,725431.2988603618,95926.05794226368,119.53906302867495,16.3
71.5%,2146000,725121.962015463,96125.84337806246,119.78802732799534,16.3
71.6%,2147000,725499.9012874011,95663.79193241238,119.21223803706773,16.3
71.6%,2148000,725341.3528666217,95755.30569949799,119.32627868677547,16.3
71.6%,2149000,725627.9083015136,96049.66906155039,119.69310206349436,16.3
71.7%,2150000,725204.7514674421,95853.78210352581,119.44899588500543,16.3
71.7%,2151000,725027.8723862302,95805.10317110733,119.3883342243955,16.3
71.7%,2152000,725109.2395717949,95903.80960720981,119.51133807902792,16.3
71.8%,2153000,725047.3198595867,96100.06962790975,119.75590915270405,16.3
71.8%,2154000,725831.2007550448,96248.595010121,119.94099530558438,16.3
71.8%,2155000,725697.5616153106,96426.13013001188,120.16223218679983,16.3
71.9%,2156000,726057.0621627755,96029.739723337,119.6682669512432,16.3
71.9%,2157000,725820.5982554387,96459.01013248462,120.20320587812297,16.4
71.9%,2158000,725404.3687817007,96276.71610241543,119.97603864100678,16.4
72.0%,2159000,725538.9961750023,96210.33579854651,119.89331826764561,16.4
72.0%,2160000,725395.4748912621,96392.32428079406,120.12010474377679,16.4
72.0%,2161000,725843.4052904956,96033.7430317556,119.67325570766286,16.4
